,HotelId,ReservationStatusDate,ArrivalDate,LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Children,CustomerType,ADR,Meal,Country,Company,ReservedRoomType,IsRepeatedGuest,IsCanceled
6868,1,2016-06-24,2016-07-08,22,2,2,2,0,Transient,159.0,BB       ,GBR,       NULL,A               ,False,True
12720,1,2017-07-14,2017-07-14,135,1,2,2,2,Transient,198.33,BB       ,USA,       NULL,C               ,False,True
7381,1,2015-10-22,2016-08-06,325,2,5,2,0,Transient,157.5,BB       ,PRT,       NULL,E               ,False,True
11252,1,2017-02-22,2017-04-29,85,2,5,2,0,Transient,48.0,BB       ,PRT,       NULL,A               ,False,True
12163,1,2017-05-22,2017-06-16,30,1,2,2,0,Transient,0.0,BB       ,PRT,       NULL,A               ,False,True
11904,1,2016-07-21,2017-06-03,323,2,5,2,0,Transient,72.0,BB       ,PRT,       NULL,A               ,False,True
5983,1,2016-04-13,2016-05-18,40,0,2,1,0,Transient,55.0,BB       ,PRT,       NULL,A               ,False,True
6553,1,2016-05-03,2016-06-17,73,2,4,3,1,Transient,183.5,BB       ,ESP,       NULL,H               ,False,True
11812,1,2016-04-15,2017-05-31,411,2,4,2,0,Transient,71.1,BB       ,PRT,       NULL,A               ,False,True
15348,1,2015-07-08,2015-09-19,260,2,5,2,0,Transient,54.99,BB       ,PRT,       NULL,A               ,False,True
14192,1,2017-03-20,2017-04-02,160,2,3,2,0,Transient,70.8,BB       ,,       NULL,E               ,False,True
5416,1,2016-01-19,2016-04-28,168,1,3,2,0,Transient,80.0,BB       ,PRT,       NULL,A               ,False,True
6383,1,2016-05-27,2016-06-07,12,0,1,2,0,Transient,109.0,BB       ,PRT,       NULL,A               ,False,True
10378,1,2016-12-07,2017-03-01,181,6,19,2,0,Transient-Party,58.6,HB       ,PRT,       NULL,A               ,False,True
12827,1,2017-06-09,2017-07-18,39,0,5,2,0,Contract,116.5,BB       ,PRT,       NULL,A               ,False,True
4569,1,2016-03-23,2016-03-24,13,0,3,2,0,Transient,92.0,BB       ,PRT,       NULL,D               ,False,True
12820,1,2017-03-12,2017-07-18,163,0,1,2,0,Transient,226.0,HB       ,CN,       NULL,D               ,False,True
25708,1,2016-09-06,2016-09-21,16,0,1,1,0,Transient,139.0,BB       ,PRT,        331,E               ,True,True
3892,1,2016-01-26,2016-02-05,18,2,5,2,0,Transient,56.57,BB       ,PRT,       NULL,A               ,False,True
12565,1,2017-05-12,2017-07-04,55,2,8,2,0,Transient,113.0,BB       ,PRT,       NULL,E               ,False,True
1128,1,2015-08-05,2015-08-15,80,2,3,2,0,Transient,133.0,HB       ,PRT,       NULL,A               ,False,True
6944,1,2015-10-16,2016-07-12,277,2,5,2,0,Transient,92.57,BB       ,PRT,       NULL,A               ,False,True
10176,1,2017-02-18,2017-02-18,4,0,1,2,0,Transient,40.0,BB       ,PRT,       NULL,A               ,False,True
5510,1,2016-04-18,2016-04-30,32,2,5,2,0,Transient,93.57,BB       ,NLD,       NULL,E               ,False,True
5448,1,2016-02-12,2016-04-29,108,2,2,2,0,Transient,84.0,HB       ,PRT,       NULL,A               ,False,True
2787,1,2015-10-26,2015-10-31,155,0,1,2,0,Transient-Party,36.0,BB       ,PRT,       NULL,A               ,False,True
13173,1,2017-07-04,2017-08-03,246,2,4,2,0,Transient,153.75,BB       ,FRA,       NULL,A               ,False,True
12833,1,2016-09-26,2017-07-18,299,2,10,2,0,Transient,201.6,HB       ,DEU,       NULL,E               ,False,True
9672,1,2016-10-12,2016-12-24,168,2,1,2,0,Transient,77.4,HB       ,GBR,       NULL,A               ,False,True
10621,1,2017-03-10,2017-03-24,340,0,2,2,0,Transient,30.0,BB       ,PRT,       NULL,A               ,False,True
11765,1,2017-05-28,2017-05-28,30,3,5,2,0,Transient,111.44,BB       ,PRT,       NULL,D               ,False,True
9485,1,2016-10-26,2016-12-03,183,2,1,2,0,Transient,72.0,FB       ,PRT,       NULL,A               ,False,True
6612,1,2016-01-20,2016-06-20,152,2,5,2,0,Transient,62.9,BB       ,PRT,       NULL,D               ,False,True
10531,1,2016-12-06,2017-03-12,96,4,7,2,0,Transient-Party,8.0,BB       ,PRT,       NULL,A               ,False,True
15008,1,2015-04-29,2015-09-03,244,0,3,2,0,Transient,36.0,BB       ,PRT,       NULL,A               ,False,True
486,1,2015-06-24,2015-07-17,23,2,5,2,2,Transient,195.0,BB       ,PRT,       NULL,G               ,False,True
8383,1,2016-07-24,2016-09-25,70,2,2,1,0,Transient,92.75,BB       ,FRA,       NULL,A               ,False,True
11808,1,2016-04-15,2017-05-31,411,2,4,2,0,Transient,71.1,BB       ,PRT,       NULL,A               ,False,True
10170,1,2016-12-13,2017-02-18,127,0,1,2,0,Transient,77.4,HB       ,PRT,       NULL,D               ,False,True
9490,1,2016-10-26,2016-12-03,183,2,1,2,0,Transient,72.0,FB       ,PRT,       NULL,A               ,False,True
6248,1,2016-03-28,2016-05-30,71,2,5,2,0,Transient,116.43,BB       ,GBR,       NULL,D               ,False,True
12477,1,2017-06-26,2017-07-01,145,2,3,2,1,Transient,188.5,HB       ,PRT,       NULL,E               ,False,True
13554,1,2017-06-19,2017-08-19,146,2,5,2,0,Transient-Party,235.71,BB       ,CHE,       NULL,E               ,False,True
9899,1,2016-12-22,2017-01-19,135,2,4,2,2,Transient,82.0,BB       ,POL,       NULL,G               ,False,True
7397,1,2016-07-08,2016-08-07,52,2,3,2,2,Transient,269.0,BB       ,RUS,       NULL,G               ,False,True
16441,1,2015-08-29,2015-10-12,283,2,5,1,0,Transient-Party,43.65,HB       ,GBR,       NULL,A               ,False,True
2134,1,2015-08-12,2015-10-03,87,0,1,2,0,Transient,36.05,BB       ,PRT,       NULL,A               ,False,True
10250,1,2017-02-23,2017-02-23,0,0,1,2,0,Transient,8.0,BB       ,PRT,       NULL,A               ,False,True
13410,1,2017-03-20,2017-08-14,175,1,3,2,0,Transient,200.0,BB       ,ITA,       NULL,D               ,False,True
10813,1,2017-02-22,2017-04-06,175,0,3,2,0,Transient,60.0,BB       ,IRL,       NULL,A               ,False,True
7009,1,2016-04-15,2016-07-16,155,2,5,2,0,Transient,150.8,Undefined,PRT,       NULL,A               ,False,True
5858,1,2016-05-06,2016-05-15,9,1,0,2,0,Transient-Party,70.0,BB       ,PRT,       NULL,A               ,False,True
7041,1,2016-06-13,2016-07-17,125,4,10,2,0,Transient,172.71,BB       ,PRT,       NULL,A               ,False,True
10920,1,2017-03-12,2017-04-10,29,1,4,2,2,Transient,127.0,BB       ,RUS,       NULL,C               ,False,True
5464,1,2016-03-28,2016-04-29,101,2,5,2,0,Transient-Party,47.0,BB       ,PRT,       NULL,A               ,False,True
15159,1,2015-06-17,2015-09-02,244,2,5,2,0,Transient-Party,8.0,BB       ,IRL,       NULL,A               ,False,True
6941,1,2016-02-08,2016-07-12,218,2,5,2,0,Transient,57.8,BB       ,PRT,       NULL,A               ,False,True
5506,1,2016-04-09,2016-04-30,22,2,2,2,0,Transient,100.0,BB       ,ESP,       NULL,E               ,False,True
6281,1,2015-12-01,2016-06-01,215,0,3,2,0,Transient,110.0,FB       ,PRT,       NULL,A               ,False,True
13089,1,2017-07-29,2017-07-31,2,1,1,2,0,Transient,230.0,BB       ,RUS,       NULL,D               ,False,True
5171,1,2016-03-18,2016-04-19,32,2,5,2,0,Transient-Party,69.36,HB       ,PRT,       NULL,D               ,False,True
8252,1,2016-01-28,2016-09-20,244,2,5,2,0,Transient,80.0,BB       ,PRT,       NULL,A               ,False,True
11002,1,2017-02-20,2017-04-14,55,1,2,2,0,Transient,98.33,BB       ,USA,       NULL,A               ,False,True
14686,1,2015-01-21,2015-09-17,259,0,3,2,0,Transient,40.05,BB       ,GBR,        223,A               ,False,True
6116,1,2016-05-23,2016-05-26,26,0,3,4,0,Transient,175.0,BB       ,PRT,       NULL,H               ,False,True
9909,1,2017-01-16,2017-01-21,12,0,1,2,1,Transient,65.5,BB       ,PRT,       NULL,A               ,False,True
9051,1,2016-08-17,2016-10-25,70,0,5,2,2,Transient,166.0,HB       ,GBR,       NULL,G               ,False,True
5496,1,2016-04-22,2016-04-30,8,1,1,2,0,Transient,91.0,BB       ,PRT,       NULL,D               ,False,True
13291,1,2017-03-19,2017-08-07,141,1,5,2,0,Transient,252.0,HB       ,ESP,       NULL,D               ,False,True
12789,1,2017-06-22,2017-07-17,27,1,3,1,0,Transient,174.25,BB       ,PRT,       NULL,D               ,False,True
473,1,2015-07-04,2015-07-17,23,1,2,2,0,Transient,120.6,BB       ,PRT,       NULL,A               ,False,True
4466,1,2016-03-18,2016-03-19,17,2,3,2,1,Transient,30.0,BB       ,PRT,       NULL,A               ,False,True
6942,1,2015-12-08,2016-07-12,244,2,5,1,0,Transient,84.47,BB       ,PRT,       NULL,A               ,False,True
8377,1,2016-07-30,2016-09-24,56,2,4,2,2,Transient,164.17,BB       ,IRL,       NULL,G               ,False,True
7722,1,2016-07-07,2016-08-22,60,2,5,2,0,Transient,187.0,BB       ,ESP,       NULL,A               ,False,True
10502,1,2017-02-19,2017-03-11,22,2,2,2,0,Transient,60.0,BB       ,GBR,       NULL,A               ,False,True
6921,1,2016-03-11,2016-07-11,165,3,7,2,0,Transient,152.0,BB       ,PRT,       NULL,E               ,False,True
3773,1,2016-01-04,2016-01-04,0,1,1,2,0,Transient,32.3,BB       ,PRT,       NULL,A               ,False,True
11066,1,2017-02-16,2017-04-16,131,2,5,2,0,Transient-Party,80.0,HB       ,PRT,       NULL,A               ,False,True
6303,1,2016-04-30,2016-06-02,34,0,3,1,0,Transient,145.0,BB       ,USA,       NULL,F               ,False,True
5482,1,2016-04-17,2016-04-30,14,0,1,2,0,Transient,80.0,BB       ,ESP,       NULL,D               ,False,True
5175,1,2016-03-18,2016-04-19,208,2,5,2,0,Transient,50.85,HB       ,PRT,       NULL,D               ,False,True
6332,1,2016-04-14,2016-06-03,136,2,5,2,0,Transient,80.0,BB       ,PRT,       NULL,A               ,False,True
6182,1,2016-05-16,2016-05-27,11,1,2,2,2,Transient,139.0,BB       ,GBR,       NULL,G               ,False,True
12946,1,2017-01-21,2017-07-24,187,1,5,2,0,Transient,153.75,BB       ,CHE,       NULL,A               ,False,True
9874,1,2017-01-13,2017-01-16,40,1,2,1,0,Transient-Party,55.0,Undefined,PRT,       NULL,A               ,False,True
10840,1,2017-03-28,2017-04-08,45,2,2,2,0,Transient,137.0,HB       ,ESP,       NULL,E               ,False,True
12213,1,2017-02-23,2017-06-18,115,2,2,2,0,Transient,63.0,BB       ,PRT,       NULL,A               ,False,True
5435,1,2016-04-06,2016-04-29,31,1,2,2,0,Transient,108.67,HB       ,ESP,       NULL,D               ,False,True
3980,1,2015-12-30,2016-02-11,64,1,3,2,0,Transient,29.0,BB       ,PRT,       NULL,A               ,False,True
19235,1,2015-12-10,2016-02-26,92,1,2,2,0,Transient,79.0,Undefined,PRT,       NULL,A               ,False,True
14817,1,2015-02-11,2015-09-01,202,2,8,2,0,Contract,55.68,BB       ,PRT,       NULL,A               ,True,True
6247,1,2016-03-28,2016-05-30,71,2,5,1,0,Transient,116.43,BB       ,GBR,       NULL,D               ,False,True
7459,1,2016-06-21,2016-08-10,205,2,4,2,0,Transient,160.0,BB       ,PRT,       NULL,D               ,False,True
15255,1,2015-06-29,2015-07-22,134,2,4,2,1,Transient,149.06,BB       ,PRT,       NULL,E               ,False,True
19224,1,2015-12-10,2016-02-26,92,1,2,2,0,Transient,79.0,Undefined,PRT,       NULL,A               ,False,True
6262,1,2016-04-14,2016-05-31,102,2,5,2,0,Transient,80.0,BB       ,PRT,       NULL,A               ,False,True
7191,1,2016-07-13,2016-07-26,183,0,2,2,0,Transient,114.75,BB       ,PRT,        395,A               ,False,True
7448,1,2016-06-30,2016-08-10,208,0,3,2,0,Transient,103.5,BB       ,PRT,       NULL,A               ,False,True
8815,1,2016-09-19,2016-10-15,27,2,5,2,2,Transient,140.71,BB       ,IRL,       NULL,G               ,False,True
8953,1,2016-08-16,2016-10-21,73,2,3,2,2,Transient,166.0,HB       ,GBR,       NULL,G               ,False,True
10196,1,2016-08-10,2017-02-19,200,1,0,2,0,Transient,55.8,BB       ,PRT,       NULL,A               ,False,True
13093,1,2017-03-28,2017-07-31,125,1,3,2,1,Transient,299.0,BB       ,MAR,       NULL,H               ,False,True
12616,1,2017-05-10,2017-07-08,135,2,3,2,0,Transient,155.0,BB       ,RUS,       NULL,D               ,False,True
12374,1,2016-09-07,2017-06-26,312,1,2,2,0,Transient,80.1,BB       ,IRL,       NULL,A               ,False,True
4341,1,2016-01-20,2016-03-05,49,2,2,1,0,Transient-Party,66.0,HB       ,PRT,       NULL,E               ,False,True
11114,1,2017-02-06,2017-04-20,105,2,3,2,0,Transient,77.85,BB       ,PRT,       NULL,D               ,False,True
6314,1,2016-01-20,2016-06-03,182,1,2,2,0,Transient,97.3,HB       ,PRT,       NULL,A               ,False,True
12352,1,2017-03-20,2017-06-25,97,2,2,2,0,Transient,56.7,BB       ,PRT,       NULL,A               ,False,True
12978,1,2017-06-24,2017-07-26,35,0,4,2,0,Transient,205.0,BB       ,NLD,       NULL,A               ,False,True
13198,1,2017-06-26,2017-08-04,214,2,2,1,0,Transient,206.0,BB       ,LUX,       NULL,E               ,False,True
3957,1,2016-01-16,2016-02-09,103,0,2,2,0,Transient-Party,50.0,HB       ,PRT,       NULL,A               ,False,True
6316,1,2016-01-20,2016-06-03,182,1,2,2,0,Transient,97.3,HB       ,PRT,       NULL,A               ,False,True
15346,1,2015-07-08,2015-09-19,260,2,5,2,0,Transient,54.99,BB       ,PRT,       NULL,A               ,False,True
15340,1,2015-07-08,2015-09-05,246,2,5,2,0,Transient-Party,58.95,BB       ,,       NULL,A               ,False,True
8140,1,2016-08-11,2016-09-14,36,0,2,2,2,Transient,194.0,BB       ,IRL,       NULL,G               ,False,True
12051,1,2017-04-14,2017-06-10,118,2,5,2,2,Transient,196.0,HB       ,PRT,       NULL,C               ,False,True
17748,1,2016-02-01,2016-02-01,3,1,0,1,0,Transient-Party,39.0,BB       ,PRT,        286,A               ,True,True
2075,1,2015-06-15,2015-09-30,142,2,4,2,0,Transient,79.83,BB       ,PRT,       NULL,E               ,False,True
7752,1,2016-08-10,2016-08-24,15,2,5,2,2,Transient,220.49,HB       ,PRT,       NULL,C               ,False,True
4218,1,2016-01-21,2016-02-26,74,1,2,2,0,Transient,70.0,Undefined,PRT,       NULL,A               ,False,True
9366,1,2016-10-25,2016-11-18,67,1,2,2,0,Transient-Party,64.0,Undefined,PRT,       NULL,A               ,False,True
4333,1,2015-11-03,2016-03-04,162,6,15,2,0,Transient,82.0,HB       ,PRT,       NULL,A               ,False,True
7961,1,2016-09-02,2016-09-04,361,4,6,2,0,Transient,108.91,HB       ,PRT,       NULL,D               ,False,True
10678,1,2016-12-23,2017-03-27,103,1,1,2,0,Transient,73.0,BB       ,PRT,       NULL,E               ,False,True
15717,1,2015-07-31,2015-09-25,245,0,1,2,0,Transient,80.0,HB       ,PRT,       NULL,A               ,False,True
3295,1,2015-10-22,2015-12-04,44,2,2,2,0,Transient,84.0,BB       ,PRT,       NULL,A               ,False,True
19692,1,2016-12-27,2016-12-31,67,0,1,2,0,Transient,300.0,BB       ,BEL,       NULL,A               ,True,True
11709,1,2016-10-09,2017-05-26,231,2,4,2,0,Transient,122.4,HB       ,POL,       NULL,D               ,False,True
7330,1,2015-11-17,2016-08-03,267,2,5,2,0,Transient,157.5,BB       ,PRT,       NULL,E               ,False,True
4173,1,2016-02-10,2016-02-23,78,0,3,2,1,Transient,61.2,BB       ,PRT,       NULL,E               ,False,True
7109,1,2016-06-29,2016-07-22,23,0,1,2,0,Transient,179.0,BB       ,FRA,       NULL,A               ,False,True
8819,1,2016-09-19,2016-10-15,27,2,5,3,1,Transient,145.71,BB       ,IRL,       NULL,H               ,False,True
2995,1,2015-10-16,2015-11-10,42,0,5,2,0,Transient,47.7,BB       ,PRT,       NULL,A               ,False,True
12144,1,2017-02-03,2017-06-15,151,0,3,2,0,Transient,140.0,BB       ,PRT,       NULL,E               ,False,True
3667,1,2015-12-15,2015-12-30,54,0,4,2,0,Transient,107.75,BB       ,PRT,       NULL,D               ,False,True
8336,1,2016-09-08,2016-09-22,14,0,1,2,0,Transient,78.0,BB       ,PRT,       NULL,D               ,False,True
12981,1,2017-07-26,2017-07-26,23,1,4,2,1,Transient-Party,245.0,BB       ,CHE,       NULL,E               ,False,True
1490,1,2015-07-06,2015-09-01,71,0,3,2,0,Transient,137.67,HB       ,PRT,       NULL,D               ,False,True
4510,1,2015-08-31,2016-03-21,206,2,5,2,0,Transient,42.69,BB       ,PRT,       NULL,A               ,False,True
9059,1,2016-05-30,2016-10-26,153,2,5,2,0,Transient,45.86,BB       ,GBR,       NULL,A               ,False,True
5701,1,2016-04-11,2016-05-11,59,0,3,2,0,Transient,73.15,BB       ,PRT,       NULL,E               ,False,True
6866,1,2016-06-22,2016-07-08,16,1,2,2,2,Transient,219.0,BB       ,GBR,       NULL,G               ,False,True
12379,1,2016-10-19,2017-06-26,250,1,4,2,1,Transient,114.3,BB       ,ESP,       NULL,C               ,False,True
2641,1,2015-06-26,2015-10-24,148,0,1,1,0,Transient,39.0,BB       ,PRT,       NULL,A               ,False,True
7256,1,2016-05-04,2016-07-30,125,4,9,2,0,Transient,177.62,BB       ,FRA,       NULL,A               ,False,True
12281,1,2017-05-12,2017-06-22,44,1,3,2,0,Transient,93.0,BB       ,PRT,       NULL,E               ,False,True
12558,1,2017-01-21,2017-07-04,271,2,5,2,0,Transient,99.81,BB       ,HUN,       NULL,A               ,False,True
3971,1,2015-12-30,2016-02-11,64,1,3,1,0,Transient,0.0,BB       ,PRT,       NULL,A               ,False,True
16543,1,2015-09-02,2015-09-07,200,3,7,2,0,Contract,55.68,BB       ,PRT,       NULL,A               ,False,True
10325,1,2017-01-25,2017-02-26,33,2,1,2,0,Transient,48.0,BB       ,PRT,       NULL,A               ,False,True
15660,1,2015-07-30,2016-05-12,468,0,2,2,0,Transient-Party,67.0,HB       ,PRT,       NULL,A               ,False,True
6495,1,2016-04-04,2016-06-13,146,1,3,2,0,Transient,103.05,HB       ,PRT,       NULL,D               ,False,True
18714,1,2015-11-27,2015-12-07,11,1,0,2,0,Transient,68.0,BB       ,PRT,       NULL,D               ,False,True
15038,1,2015-05-08,2015-09-07,200,1,4,2,0,Transient-Party,73.8,BB       ,PRT,       NULL,A               ,False,True
5290,1,2016-01-05,2016-04-24,143,2,2,2,0,Transient,84.0,FB       ,PRT,       NULL,A               ,False,True
3498,1,2015-11-09,2015-12-19,93,0,1,2,0,Transient,80.0,FB       ,PRT,       NULL,A               ,False,True
9418,1,2016-10-18,2016-11-26,232,2,1,2,0,Transient,30.0,BB       ,PRT,       NULL,A               ,False,True
9665,1,2016-10-13,2016-12-23,88,2,5,2,0,Transient,83.06,HB       ,GBR,       NULL,D               ,False,True
1373,1,2015-08-17,2015-08-27,61,1,3,2,0,Transient,124.5,BB       ,PRT,       NULL,A               ,False,True
15726,1,2015-07-31,2015-09-25,245,0,1,2,0,Transient,80.0,HB       ,PRT,       NULL,A               ,False,True
13061,1,2016-12-15,2017-07-29,247,2,5,2,0,Transient,153.75,BB       ,PRT,       NULL,A               ,False,True
11680,1,2017-05-11,2017-05-25,38,1,3,2,0,Transient,175.0,BB       ,GBR,       NULL,H               ,False,True
12260,1,2016-09-08,2017-06-20,289,2,8,1,0,Transient,77.61,HB       ,PRT,       NULL,A               ,False,True
18877,1,2015-12-02,2015-12-05,11,2,1,2,0,Transient-Party,68.0,HB       ,PRT,       NULL,A               ,False,True
11651,1,2017-04-07,2017-05-24,47,0,1,1,0,Transient,80.0,BB       ,GBR,       NULL,A               ,False,True
1311,1,2015-08-13,2015-08-23,127,2,5,2,0,Transient,206.0,HB       ,PRT,       NULL,E               ,False,True
9062,1,2016-10-26,2016-10-26,79,2,5,2,0,Transient,46.51,BB       ,PRT,       NULL,D               ,False,True
18596,1,2015-11-24,2016-06-27,219,3,6,1,0,Transient-Party,67.0,HB       ,PRT,       NULL,A               ,False,True
10494,1,2017-02-24,2017-03-10,14,0,2,2,0,Transient,60.0,BB       ,PRT,       NULL,A               ,False,True
9302,1,2016-08-31,2016-11-10,135,2,3,2,0,Transient,37.8,BB       ,GBR,       NULL,A               ,False,True
